Record_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
2700,2022-07-19,BUY_61507,Australia,pharmaceuticals,,183266328,5879,WHO-GMP,1,0.23,0,Unknown,1,11544,0,0.36,whatsapp,0.51,1,1,1,1,0.54
2701,2022-01-19,BUY_75861,Canada,electronics,,155914448,3927,ISO9001,0,0.65,1,1,1,203,1,0.16,email,0.52,1,1,1,0,-0.31
2702,2021-06-04,BUY_38069,Italy,chemicals,,162034054,1921,ISO14001,0,0.83,0,Unknown,0,14788,1,0.08,call,0.86,0,1,0,1,-0.23
2703,2022-11-27,BUY_12778,Canada,it software,7121.0,187458094,6183,,1,0.14,1,1,0,18568,0,0.8,call,0.18,0,1,1,0,-0.45
2704,2021-08-27,BUY_94292,Australia,engineering,,160524379,193,CE,1,0.34,1,0,1,8467,1,0.08,email,0.51,1,0,0,1,-0.97
2705,2024-09-10,BUY_98167,Netherlands,pharmaceuticals,3218.0,147896667,1227,WHO-GMP,1,0.69,1,1,0,9407,1,0.78,,0.51,0,1,1,1,0.78
2706,2024-07-14,BUY_11287,Australia,chemicals,,188730516,4414,ISO14001,1,0.1,0,0,1,8304,0,0.63,,0.51,0,0,1,0,-0.23
2707,2022-01-06,BUY_84005,Canada,electronics,4046.0,54430819,952,,0,0.23,0,1,0,14161,1,0.69,call,0.51,1,0,0,1,0.29
2708,2022-10-02,BUY_61698,Japan,pharmaceuticals,3419.0,81417789,2120,,1,0.67,0,1,0,13895,1,0.12,linkedin,0.51,1,0,0,1,0.25
2709,2023-12-29,BUY_30191,UK,pharmaceuticals,7354.0,117869644,1635,,1,0.98,0,1,1,3347,1,0.04,,0.51,0,1,1,1,-0.2
2710,2024-03-12,BUY_77428,Italy,chemicals,,104276114,5332,ISO14001,1,0.7,0,Unknown,1,17227,1,0.7,email,0.51,0,1,0,0,-0.16
2711,2021-12-12,BUY_99514,USA,chemicals,4423.0,74247785,44,REACH,1,0.04,1,0,1,12885,0,0.7,call,0.51,0,1,0,1,0.11
2712,2021-01-31,BUY_33227,France,solar,6421.0,47714954,1675,IEC,0,1.0,0,1,0,6500,0,0.62,whatsapp,0.51,0,0,0,1,0.84
2713,2023-06-12,BUY_51258,Japan,it software,,2350149,1994,,1,0.25,1,0,0,8801,1,0.28,,0.51,0,1,1,0,0.05
2714,2025-01-16,BUY_80690,Australia,medical devices,,85361825,52,,0,0.5,1,Unknown,0,17537,1,0.27,linkedin,0.41,0,1,0,0,-0.94
2715,2021-02-12,BUY_95126,Australia,textiles,,1425700,6815,,0,0.61,0,0,1,12885,1,0.48,call,0.51,0,1,1,1,0.56
2716,2023-01-08,BUY_22844,UAE,pharmaceuticals,5228.0,158542365,860,FDA,0,0.36,0,Unknown,0,634,0,0.97,,0.51,0,0,0,0,0.82
2717,2023-12-20,BUY_13881,Italy,it software,,186771339,2503,ISO27001,1,0.12,1,1,0,3770,1,0.66,linkedin,0.51,0,1,1,0,-0.15
2718,2021-10-06,BUY_97653,Singapore,auto parts,,119543277,750,,0,0.28,0,0,1,2673,0,0.47,email,0.51,1,0,0,1,-0.18
2719,2024-12-19,BUY_68441,Japan,it software,622.0,178798846,2650,SOC2,0,0.04,0,0,1,13586,0,0.9,linkedin,0.51,1,0,1,1,0.57
2720,2022-06-13,BUY_48341,Germany,textiles,,109152548,3779,ISO9001,1,0.01,0,1,0,14662,0,0.05,,0.27,0,0,1,0,-0.91
2721,2022-02-14,BUY_64198,Singapore,medical devices,,23443763,2745,,0,0.69,0,1,0,7654,0,0.38,call,0.3,1,0,1,0,-0.1
2722,2021-09-27,BUY_72959,Germany,engineering,906.0,114654469,6536,CE,0,0.68,1,0,1,2758,1,0.51,call,0.68,1,0,1,1,-0.53
2723,2024-05-22,BUY_42930,France,engineering,,79240828,2671,,0,0.36,1,1,1,9224,1,0.35,whatsapp,0.23,1,0,1,1,-0.56
2724,2023-09-20,BUY_41814,Australia,textiles,,177353481,4241,,0,0.52,1,1,1,19995,1,0.11,call,0.16,1,1,1,0,0.43
2725,2024-04-23,,Netherlands,textiles,5998.0,126719452,6075,ISO9001,1,0.29,1,0,0,2130,0,0.42,,0.51,0,1,1,0,-0.87
2726,2021-01-26,BUY_75465,Canada,pharmaceuticals,,2265174,690,FDA,0,0.57,0,Unknown,1,19516,1,0.21,email,0.51,1,1,0,0,-0.92
2727,2024-03-18,BUY_97057,Germany,solar,,162682666,5421,TUV,1,0.97,1,0,1,2238,0,0.83,whatsapp,0.51,0,1,0,0,-0.3
2728,2022-12-02,,Germany,electronics,5257.0,33429692,4445,ISO9001,0,0.83,0,0,0,10673,1,0.78,linkedin,0.83,0,0,1,0,-0.36
2729,2022-07-01,BUY_25429,Canada,machinery,,93362666,1242,,0,0.65,0,0,0,13221,1,0.24,,0.51,1,1,0,1,0.99
2730,2022-07-30,BUY_19753,UK,engineering,7693.0,85267089,2241,ISO9001,1,0.12,0,Unknown,1,19666,1,0.06,call,0.27,0,1,1,0,-0.91
2731,2024-10-19,BUY_25702,France,textiles,2388.0,4639743,575,,1,0.57,1,0,0,4932,1,0.68,call,0.51,0,1,0,0,0.1
2732,2023-07-09,BUY_74443,Australia,solar,,126878558,4037,IEC,0,0.52,1,1,0,17970,1,0.52,linkedin,0.51,1,1,1,0,-0.5
2733,2022-10-22,BUY_57514,France,machinery,,32676442,6459,,1,0.82,1,1,1,10292,1,0.86,whatsapp,0.51,1,0,0,1,0.93
2734,2024-02-09,BUY_33482,USA,chemicals,,137781812,2235,,0,0.13,0,1,0,18285,0,0.7,email,0.3,1,1,0,0,-0.54
2735,2022-06-30,BUY_30136,Australia,solar,2132.0,160499381,4362,UL,1,0.92,1,Unknown,0,5475,0,0.68,linkedin,0.51,0,0,1,1,-0.96
2736,2022-01-20,BUY_81671,Canada,chemicals,7353.0,139188181,3638,RoHS,1,0.08,0,Unknown,0,7631,1,0.52,email,0.51,0,1,0,1,-0.7
2737,2022-06-30,BUY_82917,USA,machinery,1636.0,32979036,1758,ISO9001,0,0.7,1,Unknown,1,7288,0,0.72,call,0.51,1,0,1,0,-0.52
2738,2021-02-12,BUY_83754,Germany,engineering,,123910496,6304,,1,0.48,1,1,1,748,0,0.48,email,0.06,1,0,0,0,0.06
2739,2024-10-31,BUY_97124,Australia,pharmaceuticals,7621.0,127124615,2538,WHO-GMP,1,0.55,1,0,0,12113,1,0.68,linkedin,0.51,1,0,1,1,0.26
2740,2023-05-08,BUY_28573,Netherlands,pharmaceuticals,,23878997,1047,WHO-GMP,1,0.03,0,Unknown,0,13292,0,0.62,whatsapp,0.51,0,1,0,0,-0.31
2741,2022-11-11,BUY_57835,Netherlands,machinery,,39421480,1694,ISO9001,1,0.96,1,1,0,7810,0,0.29,call,0.51,1,0,1,1,-0.87
2742,2024-05-11,BUY_24459,France,it software,5763.0,146596228,2986,SOC2,0,0.99,1,Unknown,1,9143,1,0.78,,0.51,0,1,1,0,-0.19
2743,2024-04-12,BUY_92684,Japan,pharmaceuticals,2013.0,192372151,216,,1,0.44,1,Unknown,1,15827,1,0.1,call,0.51,0,1,0,0,-0.49
2744,2024-04-10,BUY_79518,UAE,solar,,88884108,1813,,0,0.58,1,1,1,778,0,0.73,call,0.51,0,0,0,0,-0.75
2745,2023-12-19,BUY_81644,UAE,medical devices,647.0,29656787,6062,,0,0.15,1,Unknown,0,3515,0,0.1,email,0.51,1,0,1,0,0.25
2746,2024-05-18,BUY_98066,Italy,pharmaceuticals,7883.0,11424465,6520,EU-GMP,1,0.86,1,0,1,10542,1,0.35,linkedin,0.51,0,1,1,0,0.19
2747,2024-11-04,BUY_67679,Italy,solar,,38546138,1238,,0,0.77,1,0,1,16937,0,0.75,email,0.51,1,1,0,1,0.48
2748,2024-01-16,BUY_26050,Singapore,textiles,1117.0,44735619,721,,1,0.96,1,Unknown,0,3751,1,0.21,linkedin,0.51,0,1,1,0,-0.5
2749,2021-06-16,BUY_19393,Australia,auto parts,3590.0,83638696,6547,ISO9001,1,0.21,1,Unknown,1,2857,1,0.23,email,0.46,1,1,0,1,0.37
2750,2024-03-26,BUY_22964,USA,solar,,73029234,1257,IEC,0,0.39,0,Unknown,0,16005,1,0.13,email,0.9,1,0,0,1,-0.34
2751,2024-08-26,,USA,machinery,4141.0,103218776,2464,,0,0.98,1,Unknown,0,9233,1,0.84,call,0.51,1,1,0,0,0.92
2752,2024-09-26,BUY_84850,UAE,it software,,168937541,4026,SOC2,1,0.44,0,1,0,14908,1,0.63,email,0.51,1,1,0,1,0.36
2753,2024-01-10,BUY_12585,UK,electronics,7233.0,149044308,283,ISO9001,1,0.64,1,1,1,15402,0,1.0,email,0.51,1,1,0,0,0.96
2754,2021-11-20,BUY_89244,UAE,chemicals,979.0,96526486,3859,ISO14001,0,0.19,0,0,0,18433,1,0.98,whatsapp,0.51,0,0,1,1,0.83
2755,2022-04-04,BUY_66278,Canada,engineering,,11896585,6134,ISO9001,1,0.69,0,1,1,19375,0,0.54,whatsapp,0.51,0,1,1,1,0.61
2756,2021-06-27,BUY_87669,Japan,machinery,5481.0,6397855,4627,,0,0.74,1,0,1,12991,1,0.35,call,0.84,1,0,1,1,0.24
2757,2022-09-08,BUY_90758,France,engineering,,143408713,1730,ISO9001,0,0.18,1,Unknown,1,8160,1,0.87,whatsapp,0.35,1,0,1,0,0.54
2758,2022-04-30,BUY_11252,USA,chemicals,,6550511,242,RoHS,0,0.63,0,1,0,723,1,0.33,linkedin,0.51,0,0,0,0,0.85
2759,2023-01-20,BUY_14264,UK,engineering,,2536118,5521,ISO9001,1,0.31,1,Unknown,1,12878,0,0.65,,0.56,1,1,1,1,0.18
2760,2021-05-13,BUY_44727,Germany,medical devices,,6138959,2322,,1,0.63,0,1,1,6324,1,0.24,email,0.27,0,1,1,0,0.14
2761,2023-05-26,BUY_89453,USA,textiles,3562.0,179415491,6266,,0,0.08,0,1,1,3004,0,0.09,linkedin,0.51,0,1,0,0,0.96
2762,2025-01-31,BUY_83934,France,chemicals,,198634721,584,ISO14001,0,0.23,0,0,1,12026,0,0.98,whatsapp,0.51,0,1,1,0,0.53
2763,2023-06-11,BUY_36473,Canada,solar,,178625884,492,TUV,0,0.05,1,Unknown,0,10676,0,0.31,linkedin,0.78,1,0,0,0,0.75
2764,2023-09-25,BUY_65322,Germany,pharmaceuticals,,24611704,864,EU-GMP,0,0.5,1,Unknown,0,9816,0,0.97,linkedin,0.51,0,1,1,0,0.85
2765,2022-01-01,BUY_74180,Canada,electronics,,109818569,202,,1,0.8,0,0,0,7168,0,0.55,call,0.36,1,0,1,0,-0.21
2766,2021-09-20,BUY_85438,Germany,textiles,200.0,82934212,3520,,0,0.39,0,0,1,17498,0,0.25,whatsapp,0.51,0,1,0,1,0.65
2767,2022-01-28,BUY_62203,Japan,electronics,,163810517,1228,,1,0.88,1,0,1,17533,1,0.43,email,0.51,0,0,0,0,0.79
2768,2023-04-09,BUY_55837,Japan,chemicals,6138.0,120648272,1367,ISO14001,0,0.45,1,1,0,15777,0,0.6,whatsapp,0.45,1,1,1,0,-0.47
2769,2023-06-22,BUY_66705,France,auto parts,,138659919,3937,ISO9001,1,0.26,1,1,0,18242,1,0.01,email,0.46,1,1,1,1,0.33
2770,2023-06-13,BUY_26538,Canada,pharmaceuticals,4442.0,191882873,54,WHO-GMP,0,0.36,0,0,1,9437,1,0.2,,0.63,1,1,1,0,0.72
2771,2025-01-14,BUY_32726,UK,solar,,192677720,4038,IEC,1,0.85,1,Unknown,0,3690,0,0.46,email,0.51,0,0,0,0,0.99
2772,2023-09-18,BUY_76858,Italy,machinery,,40149054,3746,,1,0.71,0,1,1,332,0,0.3,email,0.46,0,0,1,0,-0.48
2773,2022-09-05,BUY_58873,Italy,machinery,2763.0,149778343,789,ISO9001,1,0.79,0,Unknown,1,6189,1,0.17,email,0.59,1,0,0,0,-0.7
2774,2023-10-23,BUY_50090,Japan,solar,,182450656,2628,,1,0.32,0,Unknown,1,13734,1,0.77,,0.33,1,0,0,0,-0.3
2775,2024-09-17,BUY_39689,Italy,chemicals,,95514876,3782,,1,0.56,1,Unknown,1,7445,0,0.99,email,0.43,1,0,1,1,-0.77
2776,2021-04-10,BUY_35108,Canada,solar,,109308832,4361,,0,0.54,0,Unknown,1,17958,1,0.86,linkedin,0.51,1,1,0,1,-0.47
2777,2024-06-08,BUY_56072,Japan,electronics,,53382304,1573,ISO9001,1,0.52,1,0,1,86,0,0.78,call,0.51,0,0,0,1,-0.65
2778,2024-12-04,BUY_36440,Japan,chemicals,1713.0,177998982,1971,REACH,0,0.32,1,1,1,5838,0,0.28,email,1.0,0,1,0,0,0.42
2779,2024-07-13,BUY_76680,USA,solar,,128743690,2413,IEC,1,0.48,1,Unknown,0,19907,1,0.32,linkedin,0.51,1,0,0,0,0.63
2780,2021-08-01,BUY_39466,UAE,auto parts,,110965970,850,ISO9001,0,0.14,0,Unknown,1,14991,0,0.38,,0.51,0,0,1,1,-0.8
2781,2024-06-29,BUY_94997,USA,solar,4530.0,30191888,3605,TUV,1,0.14,1,Unknown,1,17803,0,0.9,,0.51,0,1,1,1,-0.87
2782,2024-07-18,BUY_86236,France,medical devices,,121863093,5693,ISO9001,0,0.48,1,Unknown,1,11334,0,0.09,email,0.51,0,1,1,0,-0.2
2783,2024-03-04,BUY_26174,UK,solar,,132641977,4680,,1,0.73,1,0,1,15851,0,0.97,whatsapp,0.19,1,1,1,0,0.67
2784,2023-04-05,BUY_36185,Italy,pharmaceuticals,,22240387,5589,EU-GMP,0,0.27,1,1,1,16087,0,0.6,whatsapp,0.51,1,0,0,0,0.55
2785,2024-05-06,BUY_58638,USA,pharmaceuticals,,107793503,5384,FDA,0,0.65,1,Unknown,0,910,0,0.34,linkedin,0.51,1,1,0,1,-0.74
2786,2022-02-18,BUY_30815,Germany,machinery,,44047180,5296,ISO9001,0,0.78,1,0,0,19335,1,0.09,call,0.51,1,1,1,0,0.38
2787,2021-02-14,BUY_80391,France,auto parts,7534.0,74984363,1565,,1,0.11,1,0,1,16454,1,0.05,call,0.02,0,0,0,1,-0.71
2788,2021-01-04,BUY_61700,UAE,electronics,5824.0,136940747,6963,,0,0.14,1,Unknown,1,8481,0,0.17,whatsapp,0.24,1,1,0,1,-0.83
2789,2025-02-02,BUY_15642,UAE,medical devices,4219.0,107285526,1709,ISO9001,0,0.8,1,0,0,6817,1,0.37,email,0.51,1,1,0,0,0.97
2790,2023-02-26,BUY_90120,Canada,it software,,65045161,1624,,1,0.94,1,Unknown,0,14572,1,0.82,email,0.51,1,0,1,1,-0.32
2791,2022-12-10,BUY_56504,Germany,it software,459.0,20745466,4477,,1,0.33,0,0,1,1349,0,0.1,call,0.51,1,0,0,1,0.78
2792,2023-10-05,BUY_91550,UK,medical devices,,96322291,1327,,1,0.75,1,1,1,11496,1,0.56,linkedin,0.12,0,0,0,0,0.57
2793,2022-07-01,BUY_93227,UK,it software,630.0,155634580,1431,SOC2,1,0.32,1,0,0,15319,1,0.96,linkedin,0.51,1,0,0,1,-0.65
2794,2023-11-01,BUY_13072,Singapore,engineering,6858.0,22095452,2883,,1,0.73,0,0,0,3162,1,0.53,whatsapp,0.51,0,0,1,0,-0.21
2795,2021-12-18,BUY_74515,Japan,electronics,,184934440,624,ISO9001,0,0.84,0,Unknown,0,15049,0,0.84,call,0.51,1,0,1,0,0.18
2796,2023-09-04,BUY_75890,Canada,medical devices,1862.0,92209398,4568,,1,0.53,1,0,1,10514,1,0.93,linkedin,0.35,0,1,1,1,-0.05
2797,2021-07-08,BUY_23931,Australia,textiles,4773.0,5665851,3551,,1,0.83,1,Unknown,0,10405,1,0.88,whatsapp,0.72,1,1,0,0,-0.24
2798,2025-01-29,BUY_82489,USA,machinery,4141.0,128869827,6919,ISO9001,0,0.88,0,1,1,10211,0,0.47,,0.51,1,0,1,0,-0.51
2799,2024-11-28,BUY_51758,Netherlands,auto parts,,187087307,2260,,0,0.05,1,1,1,10084,0,0.13,linkedin,0.51,0,0,0,0,-0.81
2800,2023-03-12,BUY_74037,USA,medical devices,,142341187,3837,,0,0.98,0,0,1,4885,0,0.58,email,0.51,1,1,0,0,-0.59
2801,2025-01-10,,UAE,chemicals,5344.0,188859671,6350,REACH,0,0.38,0,0,1,8913,1,0.46,,0.45,1,0,0,1,0.83
2802,2024-03-20,BUY_52067,UK,auto parts,3637.0,193473543,2804,,1,0.43,1,Unknown,1,6493,1,0.23,linkedin,0.51,0,0,0,0,-0.5
2803,2021-05-13,BUY_53261,Singapore,solar,6725.0,171839689,5879,,1,0.32,0,Unknown,0,14194,0,0.61,whatsapp,0.51,1,1,1,0,0.15
2804,2021-07-31,BUY_49558,France,pharmaceuticals,,195981478,3767,,0,0.81,1,1,1,8587,1,0.41,linkedin,0.51,0,1,1,1,-0.14
2805,2023-10-16,BUY_73791,UAE,it software,,89063092,4162,SOC2,0,0.9,0,0,0,13287,0,0.33,,0.82,1,1,0,0,0.92
2806,2021-03-06,BUY_58963,Canada,pharmaceuticals,,62401836,6154,,0,0.98,0,0,0,1318,1,0.56,,0.51,0,0,0,0,0.64
2807,2022-04-19,BUY_98040,UK,solar,6934.0,145169312,3748,TUV,0,0.91,0,1,1,6686,1,0.37,email,0.51,1,1,0,0,0.55
2808,2023-05-27,BUY_53524,Canada,it software,,97360979,2464,GDPR,1,0.56,1,0,1,15285,0,0.8,,0.51,0,0,1,1,0.68
2809,2024-05-25,BUY_77861,Canada,textiles,206.0,68664949,4211,ISO9001,0,0.18,0,0,0,19628,0,0.86,,0.51,0,0,0,0,0.48
2810,2022-11-02,BUY_73670,Germany,chemicals,,86733804,5296,RoHS,1,0.38,0,Unknown,0,18418,1,0.81,whatsapp,0.27,0,0,0,0,0.91
2811,2022-02-08,BUY_51514,France,pharmaceuticals,,96334381,5834,WHO-GMP,0,0.31,0,0,1,3858,1,0.11,linkedin,0.51,1,1,0,1,-0.18
2812,2021-10-12,BUY_53816,Australia,medical devices,2793.0,128303051,4089,ISO9001,1,0.96,1,Unknown,0,14413,0,0.6,email,0.51,1,1,0,0,-0.15
2813,2021-03-06,BUY_71751,UAE,it software,503.0,60540569,4382,GDPR,1,0.16,0,0,0,18133,0,0.43,,0.51,0,1,1,0,-0.97
2814,2023-05-03,BUY_53219,Germany,electronics,,34925569,3655,ISO9001,1,0.78,0,0,1,1860,1,0.08,linkedin,0.51,1,1,1,1,0.01
2815,2024-02-26,BUY_78947,UK,machinery,164.0,17321043,5886,ISO9001,1,0.87,0,Unknown,0,14628,0,0.76,,0.51,0,1,0,0,0.75
2816,2023-05-09,BUY_95082,USA,auto parts,,86937206,5987,,0,0.26,0,Unknown,0,9815,0,1.0,email,0.51,0,0,1,1,0.12
2817,2024-03-27,BUY_82976,UK,electronics,2082.0,115455285,1762,,0,0.94,1,1,1,7656,0,0.21,,0.51,0,1,1,0,0.02
2818,2023-07-13,BUY_45740,Canada,auto parts,,84772639,4129,ISO9001,0,0.54,0,1,0,15023,1,0.12,linkedin,0.51,1,0,0,1,-0.68
2819,2022-04-16,BUY_99306,France,solar,,140805215,4235,TUV,1,0.16,1,1,0,7466,1,0.04,call,0.51,0,1,0,1,-0.02
2820,2025-01-05,BUY_90597,Canada,machinery,,155948855,2894,,0,0.69,0,1,0,6690,1,0.41,linkedin,0.51,0,1,1,1,0.32
2821,2022-04-17,BUY_88633,USA,pharmaceuticals,,104142868,3345,EU-GMP,1,0.92,0,1,1,3463,1,0.9,whatsapp,0.51,0,1,1,0,0.79
2822,2024-06-02,BUY_92889,Netherlands,machinery,,141794692,4445,ISO9001,0,0.89,1,1,1,9602,0,0.74,linkedin,0.51,1,0,1,1,-0.01
2823,2022-06-25,BUY_31761,Germany,electronics,,111503021,5007,,1,0.09,0,Unknown,0,3282,0,0.65,call,0.51,1,1,1,0,0.67
2824,2022-07-07,BUY_56936,Germany,electronics,6544.0,25316900,4535,,0,0.85,0,1,1,1180,0,0.3,email,0.51,0,0,0,1,-0.22
2825,2021-12-02,BUY_73728,Canada,engineering,,149457057,1346,ISO9001,1,0.83,1,1,0,4651,0,0.56,whatsapp,0.51,1,0,0,0,-0.86
2826,2021-12-03,BUY_20237,Japan,medical devices,4045.0,172349126,1427,,1,0.38,0,1,1,5980,0,0.43,,0.51,1,1,0,0,0.47
2827,2025-01-05,BUY_47989,Canada,auto parts,5168.0,6419782,2409,,1,0.28,1,Unknown,1,19086,1,0.48,email,0.51,1,0,0,1,-0.37
2828,2022-01-22,BUY_19011,USA,engineering,2619.0,71653264,808,CE,0,0.47,1,1,1,7810,0,0.24,,0.51,0,1,1,0,0.52
2829,2023-09-03,BUY_89414,Netherlands,auto parts,6599.0,41663531,3758,,0,0.31,1,1,1,3457,1,0.62,call,0.51,0,0,1,0,0.29
2830,2022-02-20,BUY_33208,USA,auto parts,,43663915,3071,,0,0.34,0,0,0,19761,1,0.66,,0.51,0,0,1,1,0.08
2831,2021-09-30,BUY_62880,France,textiles,1421.0,10913526,818,ISO9001,1,0.1,1,1,0,10888,1,0.1,email,0.51,0,1,0,0,-0.3
2832,2022-10-19,BUY_54873,UK,electronics,,20594475,711,,0,0.69,1,0,0,13942,0,0.49,linkedin,0.51,1,0,0,1,-0.62
2833,2023-09-29,BUY_45707,Canada,textiles,450.0,116983787,3013,ISO9001,0,0.03,1,1,0,14225,1,0.11,email,0.51,1,1,0,0,0.99
2834,2021-11-17,BUY_25242,Netherlands,textiles,2289.0,190004643,3842,ISO9001,0,0.38,0,0,0,16563,0,0.11,,0.51,1,0,1,0,0.5
2835,2023-03-15,BUY_66199,UAE,solar,,142233110,5981,,0,0.71,0,Unknown,0,4143,1,0.18,email,0.51,1,0,0,1,-0.19
2836,2022-02-25,BUY_78720,Japan,pharmaceuticals,,181163002,2685,,0,0.56,0,0,0,17844,0,0.59,call,0.51,0,1,0,0,0.5
2837,2021-12-09,BUY_33513,Singapore,chemicals,7493.0,85695704,2036,RoHS,1,0.64,1,0,0,15909,0,0.72,email,0.51,1,1,0,0,-0.71
2838,2022-03-23,BUY_69361,Canada,pharmaceuticals,,27681633,1596,WHO-GMP,1,0.93,1,1,1,8257,1,0.74,call,0.74,0,0,0,0,0.06
2839,2024-09-29,BUY_16487,Italy,solar,,24341971,3010,IEC,0,0.92,1,Unknown,1,3316,0,0.22,,0.38,0,1,0,0,-0.41
2840,2023-04-19,BUY_98595,UAE,machinery,3941.0,189834658,4899,ISO9001,1,0.41,0,0,0,5498,0,0.06,linkedin,0.51,0,0,1,0,0.45
2841,2023-01-15,BUY_67493,Germany,chemicals,472.0,6469806,1788,,0,0.2,0,Unknown,0,10962,1,0.96,call,0.51,1,0,0,0,0.95
2842,2021-04-24,,Netherlands,it software,,25640051,5209,SOC2,1,0.44,1,Unknown,1,15984,0,0.11,call,0.51,1,1,0,1,-0.13
2843,2023-01-28,BUY_53549,Italy,it software,,89068304,4032,GDPR,1,0.37,0,Unknown,1,10096,1,0.09,email,0.51,1,0,1,1,-0.07
2844,2024-08-19,BUY_67989,UAE,solar,,54289696,5324,IEC,1,0.46,0,1,0,18629,1,0.3,email,0.51,0,0,0,0,1.0
2845,2023-12-25,BUY_70561,USA,medical devices,1511.0,133172912,3070,,1,0.52,1,Unknown,0,2278,1,0.53,whatsapp,0.51,0,0,0,0,-0.41
2846,2024-03-04,BUY_24546,Germany,solar,,104979767,747,TUV,1,0.14,1,0,0,8910,1,0.53,linkedin,0.51,0,0,0,1,0.86
2847,2024-06-16,BUY_49700,Japan,engineering,,79723364,3894,,1,0.82,1,Unknown,1,6789,1,0.43,email,0.51,1,0,1,0,0.36
2848,2024-06-28,BUY_51846,UK,machinery,,7765068,5551,,1,0.63,0,1,0,876,1,0.11,email,0.51,1,0,1,1,0.5
2849,2023-06-06,BUY_33514,USA,auto parts,6396.0,8469881,3460,,1,0.85,1,Unknown,1,16763,1,0.52,,0.08,1,1,1,1,0.61
2850,2021-02-03,BUY_11862,UAE,electronics,,150767809,6351,,1,0.46,1,1,1,18681,0,0.1,call,0.12,0,0,0,1,-0.63
2851,2024-12-27,,Italy,solar,,161990041,5929,,0,0.26,1,0,1,1387,0,0.71,,0.0,0,1,0,0,-0.85
2852,2023-11-06,BUY_63505,Canada,chemicals,5892.0,30714758,1748,RoHS,1,0.85,1,0,0,18999,1,0.85,,0.81,1,0,0,0,0.44
2853,2024-11-14,BUY_81367,Netherlands,medical devices,4316.0,151215253,2386,ISO9001,0,1.0,0,Unknown,0,2660,1,0.7,,0.51,1,1,0,1,0.11
2854,2024-08-18,BUY_25206,UAE,it software,4041.0,83805348,3410,GDPR,0,0.28,0,0,0,10453,1,0.89,email,0.51,0,0,0,0,-0.23
2855,2022-03-27,BUY_70425,Canada,medical devices,6175.0,199915792,5884,,0,0.69,1,0,0,3628,0,0.13,call,0.51,1,1,0,0,-0.26
2856,2022-04-23,BUY_97143,Netherlands,textiles,3894.0,36505702,2822,,0,0.58,0,Unknown,0,14676,0,0.11,whatsapp,0.51,1,1,0,1,-0.39
2857,2023-01-11,BUY_82635,Singapore,textiles,703.0,127281520,3590,ISO9001,1,0.42,1,0,1,2681,0,0.78,whatsapp,0.65,0,0,1,0,-0.93
2858,2023-04-15,BUY_51384,Italy,textiles,4574.0,3931694,2965,ISO9001,0,0.54,1,1,1,11144,1,0.52,call,0.51,0,0,0,1,-0.32
2859,2022-03-03,BUY_69977,Singapore,auto parts,4834.0,39758332,6997,ISO9001,0,0.1,1,Unknown,1,8055,0,0.98,call,0.51,1,1,1,1,-0.32
2860,2023-08-09,BUY_38726,UAE,pharmaceuticals,,143538797,120,,0,0.39,0,Unknown,0,11721,1,0.2,whatsapp,0.51,0,1,1,1,-0.68
2861,2023-03-12,BUY_15124,Netherlands,solar,5861.0,33248954,1064,TUV,1,0.22,0,Unknown,0,15684,0,0.4,,0.65,1,0,0,1,0.69
2862,2021-11-18,BUY_86565,Australia,textiles,5158.0,126513641,4385,,1,0.91,1,0,1,13354,0,0.75,email,0.51,1,0,0,1,-0.44
2863,2022-08-17,BUY_24309,Singapore,machinery,,25076195,5387,,1,0.37,1,0,1,19339,0,0.43,email,0.51,0,0,1,0,0.49
2864,2021-03-31,BUY_88252,Japan,it software,2514.0,171181116,6209,ISO27001,0,0.95,1,0,0,11241,1,0.17,whatsapp,0.65,0,0,0,0,-0.07
2865,2021-11-23,BUY_64062,France,it software,,169390456,1531,,1,0.95,1,0,0,7499,1,0.83,email,0.2,0,0,1,1,-0.23
2866,2024-06-05,BUY_13435,Germany,machinery,5951.0,46052803,5598,ISO9001,1,0.17,1,1,1,7302,0,0.93,email,0.15,1,0,1,0,0.87
2867,2022-07-28,BUY_49826,Italy,medical devices,6721.0,184614628,785,ISO9001,1,0.08,0,0,1,13952,0,0.14,linkedin,0.51,0,0,1,0,0.96
2868,2023-04-13,BUY_55282,Japan,solar,,59932863,5633,UL,0,0.38,0,1,0,19035,0,0.84,linkedin,0.51,1,1,1,1,0.36
2869,2024-04-02,BUY_72574,UAE,pharmaceuticals,,121918368,261,WHO-GMP,1,0.08,0,1,0,11654,0,0.5,linkedin,0.51,0,0,1,1,-0.09
2870,2023-06-20,BUY_45217,Germany,engineering,3164.0,53602535,2899,ISO14001,0,0.41,0,Unknown,0,4880,0,0.06,,0.31,1,1,0,1,0.54
2871,2024-03-25,BUY_89001,UAE,engineering,7634.0,107321483,3300,ISO9001,1,0.31,1,0,0,18865,1,0.25,email,0.51,0,1,0,1,0.87
